driver_id,oldest_ride,latest_ride,retention_period,retention_int
4e83cce03deeca174a87faaa046a4750,2016-04-09,2016-06-26,78 days 00:00:00.000000000,78
4e9bcae1e2305fe1e6b215cb82833e97,2016-04-11,2016-06-26,76 days 00:00:00.000000000,76
4eb382d1f7d50fae1294964263d1ce82,2016-04-06,2016-06-26,81 days 00:00:00.000000000,81
4f06c1412e8f2c16c96abb053997112f,2016-05-03,2016-06-24,52 days 00:00:00.000000000,52
4f3187e47f035afbd77a00d4cd536d7f,2016-03-29,2016-06-24,87 days 00:00:00.000000000,87
50eadd94fd0152fd0638a915061c4c94,2016-04-13,2016-06-26,74 days 00:00:00.000000000,74
50ec87212107552181f769bdc522b63d,2016-04-11,2016-06-25,75 days 00:00:00.000000000,75
512ee3c7f8f9bfa6b7d3d824f5af228d,2016-04-13,2016-06-25,73 days 00:00:00.000000000,73
514da6a81ecbe7cd98fc71045c66aae1,2016-04-22,2016-05-23,31 days 00:00:00.000000000,31
5185567c0a5ec03eddbb003364c82b97,2016-05-06,2016-06-26,51 days 00:00:00.000000000,51
51a82cefe6d4e058ed392ea004572896,2016-05-07,2016-06-25,49 days 00:00:00.000000000,49
51b528390e8e7780595f6009b1f4cf72,2016-05-06,2016-06-05,30 days 00:00:00.000000000,30
52bc8ebc7db90d5b77453bf475677ebd,2016-05-08,2016-06-11,34 days 00:00:00.000000000,34
531a726b5b0c925a1aa24b5a9d5ac333,2016-04-05,2016-06-26,82 days 00:00:00.000000000,82
53e554eb940176c64fa8ee10a394f835,2016-05-11,2016-06-26,46 days 00:00:00.000000000,46
5420c76a41d255a40272c8f3c1f93c6a,2016-04-02,2016-06-11,70 days 00:00:00.000000000,70
5479187ed46c2c87abacde90f4d8ed6f,2016-04-07,2016-06-24,78 days 00:00:00.000000000,78
548a85a2fbb4986fd7a632566e8cb9c3,2016-04-02,2016-05-05,33 days 00:00:00.000000000,33
554a4f92c47ec3280d3ca64f5250b023,2016-05-05,2016-06-24,50 days 00:00:00.000000000,50
55bec90600d21bd3513366d218f2b2f2,2016-05-10,2016-06-26,47 days 00:00:00.000000000,47
55d70545197fd2c5cc68f14f3d5d6585,2016-04-30,2016-06-26,57 days 00:00:00.000000000,57
55d7b17732745057aff29fcd0ce13014,2016-03-29,2016-04-26,28 days 00:00:00.000000000,28
561593fc7dd18e6a78c6ad5e7eef0061,2016-04-14,2016-06-26,73 days 00:00:00.000000000,73
569271b82c506166a23ffcfbf6f854f2,2016-05-11,2016-06-26,46 days 00:00:00.000000000,46
56bda1ed3f3299ff6e8465398a498a5b,2016-05-07,2016-06-21,45 days 00:00:00.000000000,45
5718c878f7879770af94d41951431983,2016-04-19,2016-06-03,45 days 00:00:00.000000000,45
579967d1572ee95c66ffa1ca4077b61a,2016-03-29,2016-04-29,31 days 00:00:00.000000000,31
57c15602f0b088ce6b9e4f88edce149c,2016-04-20,2016-05-21,31 days 00:00:00.000000000,31
57c355d13a3bcfd36b3245d03f3f9d69,2016-05-12,2016-06-26,45 days 00:00:00.000000000,45
581129294fc7d1f43a4d1a372515dfaa,2016-04-17,2016-06-26,70 days 00:00:00.000000000,70
583740d998ccdf639276e797a6caa9df,2016-04-26,2016-06-12,47 days 00:00:00.000000000,47
585b09e7ee2164f95b134866f3f412fb,2016-04-28,2016-06-26,59 days 00:00:00.000000000,59
58d8c3038cd500e773aff605e28ce8a7,2016-04-30,2016-06-03,34 days 00:00:00.000000000,34
5943b68c2fa8bcfd0add30691fd9136b,2016-04-04,2016-06-26,83 days 00:00:00.000000000,83
5a22303ccd79309f5324acc7b0e751bf,2016-04-14,2016-05-29,45 days 00:00:00.000000000,45
5a4306be3d5e1d5481e9237d2d211cb6,2016-04-22,2016-06-25,64 days 00:00:00.000000000,64
5a880bc9cddbb3845438de87f859c360,2016-04-19,2016-06-25,67 days 00:00:00.000000000,67
5ae3c8ba3ae2b9230664674dadf8535a,2016-05-05,2016-06-12,38 days 00:00:00.000000000,38
5b33db9198566d3fcc5aa0bdeb435d2a,2016-05-11,2016-06-26,46 days 00:00:00.000000000,46
5bd37993cfff08be940348a466912238,2016-04-21,2016-06-26,66 days 00:00:00.000000000,66
5c00ecb439cd4e2377e9bb3de84b0e74,2016-03-28,2016-06-02,66 days 00:00:00.000000000,66
5cb230875b1a38b725085246444ffd0c,2016-04-21,2016-06-26,66 days 00:00:00.000000000,66
5ccc0e6dc9c7475caf785cdce7b8eb7a,2016-04-05,2016-06-26,82 days 00:00:00.000000000,82
5ceff5a3983505de6d021403c6975079,2016-04-12,2016-06-26,75 days 00:00:00.000000000,75
5cf93f7d1d3a8f0cf395c84053c31b1b,2016-04-23,2016-06-01,39 days 00:00:00.000000000,39
5cfe569d448c9a5e120ce15611e7c779,2016-04-17,2016-06-25,69 days 00:00:00.000000000,69
5cff9e4588a1d8b4b0fd703c4720421b,2016-04-05,2016-06-23,79 days 00:00:00.000000000,79
5dd7009f3d7f049d3e38b155ecd3a24e,2016-04-12,2016-06-25,74 days 00:00:00.000000000,74
5e37e705afb774452ab30d20b9561a0f,2016-04-25,2016-06-21,57 days 00:00:00.000000000,57
5e5bfc73736d6aa15ac33ea01d47e5ee,2016-05-10,2016-05-27,17 days 00:00:00.000000000,17
5e6bd3186b283c4e430332e1a3dd1b2e,2016-05-02,2016-06-24,53 days 00:00:00.000000000,53
5efe1190183936849880ece11b1ece77,2016-04-07,2016-06-07,61 days 00:00:00.000000000,61
5f34c8fc5bdd33f14bb71999b8286aef,2016-05-04,2016-05-22,18 days 00:00:00.000000000,18
5f946639378f9e31eee8b927dd743949,2016-04-09,2016-06-26,78 days 00:00:00.000000000,78
5fce375e4e5c673c29e652df1ac0b903,2016-03-30,2016-06-26,88 days 00:00:00.000000000,88
604097f005384ad20d982e7584f27c09,2016-05-07,2016-06-04,28 days 00:00:00.000000000,28
609970e669f2c55d69abc3cb117c47f6,2016-04-05,2016-06-25,81 days 00:00:00.000000000,81
60a524518de0ab4261b0e71ee7011d64,2016-04-12,2016-06-25,74 days 00:00:00.000000000,74
60f73dcab4a99269b597381b4958391f,2016-05-10,2016-06-26,47 days 00:00:00.000000000,47
619fb670865cb3e2583cc22fde1337f1,2016-04-11,2016-06-06,56 days 00:00:00.000000000,56
6241b9c147df1d0c7027321d4e1d53cf,2016-05-06,2016-06-02,27 days 00:00:00.000000000,27
62a95561a6b12acbf809772553ba1462,2016-05-09,2016-06-24,46 days 00:00:00.000000000,46
62aa54591b22be467c5a36356f96915b,2016-05-11,2016-06-25,45 days 00:00:00.000000000,45
62c83d1a137771a5c82433c8b3f7fddb,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
630559dc85053c746beafacbd590e8f0,2016-03-29,2016-06-26,89 days 00:00:00.000000000,89
633310975f38cbaf67eb5043b4c6c77c,2016-04-04,2016-06-26,83 days 00:00:00.000000000,83
6455eac21c029b8d93ff09c2dffcea35,2016-04-01,2016-06-20,80 days 00:00:00.000000000,80
646eba049df90f6bca2f51ce20004ac4,2016-04-21,2016-06-26,66 days 00:00:00.000000000,66
647bd8b8b02c285db177096a351f8e2c,2016-04-12,2016-06-16,65 days 00:00:00.000000000,65
64e245c2e3f5c7658bc062e9840c04dc,2016-05-06,2016-06-19,44 days 00:00:00.000000000,44
654c3e2ff69e4d6c9569212cbaf7af07,2016-05-09,2016-06-26,48 days 00:00:00.000000000,48
6580de4a0be125c140c30436c7c2c988,2016-05-06,2016-06-24,49 days 00:00:00.000000000,49
65b885fb53d0d952ed5be174c9c2d76d,2016-04-04,2016-06-24,81 days 00:00:00.000000000,81
65bacc9ccdbaf8341a7232d5cfdbb0bf,2016-05-12,2016-06-24,43 days 00:00:00.000000000,43
66290b00f9756a4c6808035244a4b9f6,2016-04-30,2016-06-24,55 days 00:00:00.000000000,55
6641cc5d8221699e7db3376fea5587ba,2016-05-10,2016-06-26,47 days 00:00:00.000000000,47
66f7bc876e24e26c5d71cb9a2a0e1222,2016-03-30,2016-06-19,81 days 00:00:00.000000000,81
67129f4eb32604d9e420da5bf6bb2469,2016-04-07,2016-06-22,76 days 00:00:00.000000000,76
671a36a580dd94c6a80d0dbe7fcaeabc,2016-05-13,2016-06-24,42 days 00:00:00.000000000,42
67771fd10458c38391b55774826e4c34,2016-04-28,2016-06-20,53 days 00:00:00.000000000,53
685a660507aba9066865ebfd62c48451,2016-05-13,2016-06-17,35 days 00:00:00.000000000,35
687ab6ec9da9f17ebd4d8665d1988e0f,2016-05-05,2016-06-26,52 days 00:00:00.000000000,52
689bdf87fb2de49f98bf4946cfaa5068,2016-04-04,2016-06-26,83 days 00:00:00.000000000,83
68a84d00f61c9fd6900cd12e662d43fa,2016-04-06,2016-06-25,80 days 00:00:00.000000000,80
68b546b2f4102641d6774c1ce4f57457,2016-03-30,2016-03-31,1 days 00:00:00.000000000,1
68c4e63e9663a4bd8d4e435601a26a37,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
691b99ebc7251c00edc12eab9232c0c4,2016-05-14,2016-06-24,41 days 00:00:00.000000000,41
699c387896f72e990239cbee1d81ff95,2016-04-20,2016-06-24,65 days 00:00:00.000000000,65
6a0b94ec26ca0805f971c293a9603887,2016-04-15,2016-06-25,71 days 00:00:00.000000000,71
6a190e3b2a68b2822a03fbd698f02604,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
6a464f9c764040d89517cb5ed9257953,2016-05-04,2016-06-05,32 days 00:00:00.000000000,32
6a4c652f46bc14c1c04eff3c67cabac0,2016-05-10,2016-06-23,44 days 00:00:00.000000000,44
6b0ba48a13c721f5fb766339a42d25f2,2016-03-30,2016-05-30,61 days 00:00:00.000000000,61
6b65c06851e944351dd285a1eb729499,2016-05-08,2016-06-26,49 days 00:00:00.000000000,49
6b941e22c8f9b2f159cce49fef9febff,2016-04-27,2016-06-05,39 days 00:00:00.000000000,39
6bc4ee6df691c3bed34c69aa93964ee9,2016-04-10,2016-05-25,45 days 00:00:00.000000000,45
6c0555804ebade45096a199f932e949e,2016-05-07,2016-06-25,49 days 00:00:00.000000000,49
6c1c6b6992a23fe80dc5377cba9cc2e4,2016-04-04,2016-06-26,83 days 00:00:00.000000000,83
6c5370105323176e4e88993943aa5b24,2016-04-13,2016-06-25,73 days 00:00:00.000000000,73
6c56118b534a5b446d1fd0eab7dc9b19,2016-04-16,2016-05-05,19 days 00:00:00.000000000,19
6c9d732cd0560af6e8939ac97bdd78d2,2016-03-30,2016-06-26,88 days 00:00:00.000000000,88
6cb35e276085548f3f095a85aa63af7b,2016-05-10,2016-06-08,29 days 00:00:00.000000000,29
6ccc2af7009dfea4572de788827ac5a1,2016-04-18,2016-04-25,7 days 00:00:00.000000000,7
6cdff0516a17236168522e0a270f4671,2016-04-15,2016-05-17,32 days 00:00:00.000000000,32
6db38fccb3ac1de3981b701eb5a15d84,2016-04-02,2016-05-27,55 days 00:00:00.000000000,55
6df6c8f8d3c2a93314245a604c02bed1,2016-04-28,2016-06-02,35 days 00:00:00.000000000,35
6e70c2024934874d052225a4466fb9c1,2016-03-28,2016-06-24,88 days 00:00:00.000000000,88
6eb2e0f41fc9f1fbb70e7751035fdf87,2016-03-29,2016-03-30,1 days 00:00:00.000000000,1
6eb562641c6e0074c14ac265153ccda6,2016-04-11,2016-06-20,70 days 00:00:00.000000000,70
6f107d977e357e3d22036cc447b354b0,2016-03-31,2016-06-26,87 days 00:00:00.000000000,87
6f660e81330d77df19d4e3fb14b18730,2016-04-28,2016-05-04,6 days 00:00:00.000000000,6
6f739a076d7ba8ca414334af995fc44c,2016-04-18,2016-06-24,67 days 00:00:00.000000000,67
6f9156b8af78f1e7f4ce971b50cacf29,2016-04-24,2016-06-19,56 days 00:00:00.000000000,56
6ff443616dd01da842095c0939394baf,2016-05-12,2016-06-25,44 days 00:00:00.000000000,44
7023bf0fa91bea71ae7bfa2481fb5b90,2016-04-02,2016-06-26,85 days 00:00:00.000000000,85
7062cc9432dba19f5b474be707a73525,2016-04-19,2016-05-22,33 days 00:00:00.000000000,33
706466935b9e1d04e4e116be7ce90ea9,2016-04-01,2016-05-14,43 days 00:00:00.000000000,43
71a4cd7ad9005409dc1bef838b488e6b,2016-04-27,2016-06-25,59 days 00:00:00.000000000,59
72118f61d16a22814cfe01fcffd0659f,2016-04-14,2016-06-22,69 days 00:00:00.000000000,69
72741692a0ac3fbd22820b0b278c4040,2016-04-06,2016-06-25,80 days 00:00:00.000000000,80
7287a688775698a457a560e1133aee0a,2016-04-28,2016-06-24,57 days 00:00:00.000000000,57
72ca99bb6667024a23e1f68904b06fd0,2016-03-28,2016-06-26,90 days 00:00:00.000000000,90
733e0653a13dd43c9b668b1825a2fecc,2016-04-30,2016-06-26,57 days 00:00:00.000000000,57
734e463e87289ed53edf3802a2cda9fe,2016-04-16,2016-06-24,69 days 00:00:00.000000000,69
7419cd5c573ff9994c0f8ff5d92b4408,2016-04-30,2016-06-25,56 days 00:00:00.000000000,56
7473815d8eb56f765461525f1bf48c93,2016-04-29,2016-06-06,38 days 00:00:00.000000000,38
7476a4cdfe6cb9587f03db358dff548f,2016-04-09,2016-06-26,78 days 00:00:00.000000000,78
7481015e6b377191f3b1531bc74e6908,2016-04-11,2016-05-06,25 days 00:00:00.000000000,25
74d1c00ab5098202337a91c936b6e080,2016-04-12,2016-06-26,75 days 00:00:00.000000000,75
74de6f7e57690a1687935227360edf7f,2016-05-05,2016-06-25,51 days 00:00:00.000000000,51
750b2b9e0f4caa4539c2553a4d04fb6b,2016-05-12,2016-06-25,44 days 00:00:00.000000000,44
7553628edc729ab03cedd3ded8de8736,2016-05-08,2016-06-02,25 days 00:00:00.000000000,25
758f6d309376d24b53da45e91cf778cd,2016-03-30,2016-06-25,87 days 00:00:00.000000000,87
7596061dc6e3a61ec35e0307bf423838,2016-05-02,2016-06-26,55 days 00:00:00.000000000,55
75d8798826340198f4fd204ed31336ed,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
75ff47d4ba4bd4480629671a666500ba,2016-03-28,2016-06-26,90 days 00:00:00.000000000,90
762db27fc4dd1e53dd4fa982ae2162b4,2016-04-15,2016-06-24,70 days 00:00:00.000000000,70
764289a2931fb70d1d27d5603d49edd2,2016-04-19,2016-05-14,25 days 00:00:00.000000000,25
766fea0c4f0b265fe9ac9e1e4ec64ad7,2016-05-03,2016-06-24,52 days 00:00:00.000000000,52
7708f393e874acbdd44bbf47c9a328e9,2016-04-23,2016-06-25,63 days 00:00:00.000000000,63
773555b1cf65c9fa882fd9f6c50f44d4,2016-05-10,2016-06-23,44 days 00:00:00.000000000,44
775a910a05bbc12a236ec64d4109c37b,2016-05-13,2016-06-25,43 days 00:00:00.000000000,43
7767360462c03c38f487f16f57b02e02,2016-04-26,2016-05-24,28 days 00:00:00.000000000,28
779747a77c043096f6428413f26d25dc,2016-05-11,2016-06-24,44 days 00:00:00.000000000,44
77c589b9398709f398778a0ff368e00e,2016-04-29,2016-06-25,57 days 00:00:00.000000000,57
785d6109caeb2f53c0628c37b20d91cb,2016-04-27,2016-06-26,60 days 00:00:00.000000000,60
787fafc34f07b372b60981ccdc4018eb,2016-05-08,2016-06-04,27 days 00:00:00.000000000,27
793e2072826ee96904a5f03ae2357e96,2016-04-20,2016-06-26,67 days 00:00:00.000000000,67
7960373dbd5c93b4a066b352fea600ee,2016-05-09,2016-06-24,46 days 00:00:00.000000000,46
798b4cc659c984e8353c7a4f90936df1,2016-05-14,2016-06-25,42 days 00:00:00.000000000,42
7a1fd3df8aa8197bdb3be8c5d4ffa92d,2016-05-02,2016-06-11,40 days 00:00:00.000000000,40
7abb5ee55c03357b69af929f51443bb0,2016-04-28,2016-06-26,59 days 00:00:00.000000000,59
7abb74e551c262a945929b92e0551b04,2016-05-05,2016-06-09,35 days 00:00:00.000000000,35
7ad917215da937eefdf48e3c9d3fcf26,2016-04-29,2016-06-25,57 days 00:00:00.000000000,57
7aee4951b59fcd1edda02bbecaa2a717,2016-04-25,2016-05-26,31 days 00:00:00.000000000,31
7b625f643d0775f0ac4898e33235377b,2016-04-04,2016-04-19,15 days 00:00:00.000000000,15
7b8eaf284addb604039c7e22d23c903f,2016-04-05,2016-06-11,67 days 00:00:00.000000000,67
7bb464563d0d43f7f894439d163f4ad3,2016-05-05,2016-06-26,52 days 00:00:00.000000000,52
7c1478b12207107ae4296e656a49d6f6,2016-03-29,2016-05-05,37 days 00:00:00.000000000,37
7c27405cefee2fad79a81a819ca9dbe1,2016-04-08,2016-06-26,79 days 00:00:00.000000000,79
7c4bcea05c14431c65ef1d9cfa20ecb1,2016-03-31,2016-04-23,23 days 00:00:00.000000000,23
7c64b8d49dd5fbe34f44a9b4bae0e7b4,2016-04-01,2016-05-17,46 days 00:00:00.000000000,46
7c8d33cc16246462e046ed084f7428a4,2016-04-21,2016-06-20,60 days 00:00:00.000000000,60
7d8627729a14175b1424153ba46d7acf,2016-04-06,2016-06-24,79 days 00:00:00.000000000,79
7da41cde0e0d0503549eeb7ca5609a9f,2016-04-28,2016-05-10,12 days 00:00:00.000000000,12
7dfa12ce1fc9cc58ec34fd66c75b106b,2016-05-13,2016-06-25,43 days 00:00:00.000000000,43
7e335469ce82f86c20d06b06ccfa1da1,2016-04-05,2016-06-24,80 days 00:00:00.000000000,80
7ee801015b6ba9dc0aa2687cb28b8361,2016-04-21,2016-06-16,56 days 00:00:00.000000000,56
7f4350f4a358ac264ccf3b10c4966afc,2016-03-28,2016-06-14,78 days 00:00:00.000000000,78
7f47fd2db9cfdc30fe46068ad017152b,2016-04-09,2016-05-20,41 days 00:00:00.000000000,41
7fc97bb967d4380b38e8490aceb85224,2016-04-25,2016-06-13,49 days 00:00:00.000000000,49
7fcca181f46acfa027ea83c7dc70afa9,2016-04-24,2016-06-25,62 days 00:00:00.000000000,62
7ff85c5c0e9324e28d1e0d0589c364bd,2016-04-27,2016-06-22,56 days 00:00:00.000000000,56
8046a7b32ff00f418c1bb410a67adf68,2016-05-04,2016-06-17,44 days 00:00:00.000000000,44
804ea124edb0d6694aa4a3c9eb22a716,2016-05-12,2016-06-24,43 days 00:00:00.000000000,43
80597153cf2bec000612ba2e45a72d91,2016-03-28,2016-06-16,80 days 00:00:00.000000000,80
80cb80668a3c444e3e8962d1c861b9d0,2016-04-17,2016-06-14,58 days 00:00:00.000000000,58
80f8e8eb5eac6dd41259ccc73993aff6,2016-05-07,2016-06-23,47 days 00:00:00.000000000,47
810c559baf6b5c20dca13b794fb36240,2016-04-18,2016-06-25,68 days 00:00:00.000000000,68
81fe057f033eeba6b1472a8fce5c1fdb,2016-04-11,2016-06-26,76 days 00:00:00.000000000,76
8224c23bca05c2adb3fdf40752eb1b3c,2016-03-28,2016-06-06,70 days 00:00:00.000000000,70
838495eb3f025e512228480eae127522,2016-04-06,2016-04-14,8 days 00:00:00.000000000,8
83a0efd007f4db8f0b7db5753d80fd87,2016-04-14,2016-05-03,19 days 00:00:00.000000000,19
83ae2db3b59285394e07063a7d0d0512,2016-04-19,2016-05-02,13 days 00:00:00.000000000,13
844d41532242b64d8f19774b6b7f1c82,2016-04-18,2016-06-21,64 days 00:00:00.000000000,64
844e9be5a30d8d9c1f8e9ddb086ff717,2016-04-15,2016-06-26,72 days 00:00:00.000000000,72
849726bb431c44a984e5f0f60923a0ff,2016-04-25,2016-05-21,26 days 00:00:00.000000000,26
84e1a98ccf46774bc4f5c6374079dc07,2016-03-30,2016-04-10,11 days 00:00:00.000000000,11
8506914d35a1146dd602b68a93b5be5a,2016-04-07,2016-06-12,66 days 00:00:00.000000000,66
850de9129410d40c2875418eb40858b9,2016-05-12,2016-06-26,45 days 00:00:00.000000000,45
85bfeb44e07b0d4e86c637353080289d,2016-04-18,2016-06-05,48 days 00:00:00.000000000,48
86a1dbd33d3ee6d68caa25966a2868a3,2016-04-29,2016-06-26,58 days 00:00:00.000000000,58
86f580ee80bb5a54e07595410d624108,2016-05-03,2016-06-26,54 days 00:00:00.000000000,54
876e3742e4165313e3be9ca7ff4e41b2,2016-04-14,2016-06-24,71 days 00:00:00.000000000,71
87b493b5ff1b807c2320801fcd16ac26,2016-04-16,2016-06-25,70 days 00:00:00.000000000,70
881527a718b502bacbd04b6f45fcc2fc,2016-04-28,2016-05-14,16 days 00:00:00.000000000,16
8902cda459f8ac02c38efb2815cf4026,2016-04-08,2016-05-06,28 days 00:00:00.000000000,28
895c14bfd7d1e2c26aee6938703f32f8,2016-03-28,2016-04-18,21 days 00:00:00.000000000,21
8969d175c4676642b245af55d2dba19b,2016-05-04,2016-05-19,15 days 00:00:00.000000000,15
89788880a732b675ba9cd9854adcf684,2016-04-30,2016-06-26,57 days 00:00:00.000000000,57
89b9947570bc59a6161fb5edea18b852,2016-05-09,2016-06-22,44 days 00:00:00.000000000,44
89dab1d9f815cea34ce3612a6b7c0d51,2016-04-12,2016-04-19,7 days 00:00:00.000000000,7
8a64fa582ad5ac3bce95a38756b1875c,2016-04-19,2016-06-15,57 days 00:00:00.000000000,57
8a7d9195606bdc9bd5305f6bb300e1de,2016-04-06,2016-06-25,80 days 00:00:00.000000000,80
8a86bdb56cb975c786e47cb256838ed6,2016-04-22,2016-06-26,65 days 00:00:00.000000000,65
8a965bfa0851de76169b3206709ca943,2016-04-02,2016-06-25,84 days 00:00:00.000000000,84
8b0662c4244f85c5dd7ab46810ca6b04,2016-04-27,2016-06-06,40 days 00:00:00.000000000,40
8b09ef45562214f00e7c11ed16d70dc8,2016-04-13,2016-06-26,74 days 00:00:00.000000000,74
8b688ef44a5b17bd7150350d059e67ea,2016-03-29,2016-06-09,72 days 00:00:00.000000000,72
8b87786b3a356550a4708f5ab3768792,2016-04-23,2016-06-25,63 days 00:00:00.000000000,63
8b9b73cd6d63023caa38dbd25c1042cd,2016-03-31,2016-06-25,86 days 00:00:00.000000000,86
8bda575d26a589024a4e62aeba352f93,2016-03-30,2016-06-26,88 days 00:00:00.000000000,88
8c0d55bf42d242ac86f43c4031d6371f,2016-04-14,2016-05-17,33 days 00:00:00.000000000,33
8c38fce0915fbb7d816e19c3ecda64fb,2016-04-22,2016-06-26,65 days 00:00:00.000000000,65
8c40d50720fcc5990329f7312d1ad327,2016-04-09,2016-06-10,62 days 00:00:00.000000000,62
8c9a890f19a0ab28b745246162e449d7,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
8cd308e28e213e46e87c9dd9c5aa1466,2016-04-18,2016-06-26,69 days 00:00:00.000000000,69
8d3740598109bb310e6244ecc1971a85,2016-05-12,2016-06-22,41 days 00:00:00.000000000,41
8d5a99f2032a336a57222948915edf09,2016-04-06,2016-06-15,70 days 00:00:00.000000000,70
8da0796b60fa75a5ced6d1c3bf1f3064,2016-04-06,2016-06-15,70 days 00:00:00.000000000,70
8dbfef11a650dd9658ca0c6f70b84f88,2016-03-29,2016-06-26,89 days 00:00:00.000000000,89
8dc9d28aa6ab0af5dcc98420a9bd65e0,2016-04-23,2016-06-26,64 days 00:00:00.000000000,64
8dfea9e24286290d2f59f5b51f00b6c2,2016-04-01,2016-04-28,27 days 00:00:00.000000000,27
8eb2f1fd0858319b86b9e44b64660eb6,2016-03-28,2016-06-15,79 days 00:00:00.000000000,79
8ef80bf59ceefb3fef9d41a5c66eff35,2016-04-25,2016-06-26,62 days 00:00:00.000000000,62
8f325f86996ff57a0006add6cb623e19,2016-04-04,2016-06-25,82 days 00:00:00.000000000,82
905f8007cd46415eba8b9dce088b4395,2016-04-01,2016-05-07,36 days 00:00:00.000000000,36
90a155db6f98de56ed6baaeccb5aafdd,2016-04-08,2016-05-02,24 days 00:00:00.000000000,24
91278ab4c7170ed070a5cd653cab3d26,2016-05-06,2016-06-05,30 days 00:00:00.000000000,30
914712bea449e20e1cd2e18c269481bf,2016-05-04,2016-06-26,53 days 00:00:00.000000000,53
915b7e1b8cdd0e1bf9826e8ae91706b4,2016-05-06,2016-06-07,32 days 00:00:00.000000000,32
922214b02f8dfbde50e8cdaa187dfd47,2016-03-28,2016-06-24,88 days 00:00:00.000000000,88
93337ec6e89c26ff280f490dc3eb9042,2016-04-15,2016-06-26,72 days 00:00:00.000000000,72
93587c4ead63454c615f4651e2841ba2,2016-03-28,2016-06-14,78 days 00:00:00.000000000,78
93fb5779620ce28dea9cb83cbb25ff9b,2016-05-05,2016-06-24,50 days 00:00:00.000000000,50
943db956d9c6ccf01435211d99568f15,2016-04-14,2016-06-26,73 days 00:00:00.000000000,73
944e9726e57e8c379049dba4bdabb05b,2016-04-20,2016-06-26,67 days 00:00:00.000000000,67
94699541835b03d2a18e265299c11213,2016-04-21,2016-06-17,57 days 00:00:00.000000000,57
94731f1d1f9180223445e77690aefc03,2016-04-17,2016-06-25,69 days 00:00:00.000000000,69
9494350df132e6748afca3bc5d138dcc,2016-05-04,2016-06-16,43 days 00:00:00.000000000,43
94ab22994e3ee32eb32f515563197296,2016-04-09,2016-06-25,77 days 00:00:00.000000000,77
956942174fc793c4bfb6fffc4b3c1c7b,2016-04-01,2016-06-25,85 days 00:00:00.000000000,85
95c1a153c7ec6b5623b8ef298010d2e9,2016-05-06,2016-06-24,49 days 00:00:00.000000000,49
962f9787bc5b8dd06dbc2147c39ae15b,2016-04-29,2016-06-19,51 days 00:00:00.000000000,51
96d7ab03f9156154f6f2144263a85579,2016-04-06,2016-06-10,65 days 00:00:00.000000000,65
97332a03726c052b1283fdd36dbdeca4,2016-04-15,2016-05-06,21 days 00:00:00.000000000,21
9760cb1c8a14d3fcf527631acabee35c,2016-04-25,2016-06-19,55 days 00:00:00.000000000,55
97c0a0888afa9dcadc73386abcacd350,2016-04-12,2016-06-23,72 days 00:00:00.000000000,72
9835cfed2c02bee16b5f0eeac3b4926a,2016-03-31,2016-04-08,8 days 00:00:00.000000000,8
9857a5bc59036a73f9261ea694bc002a,2016-05-06,2016-06-26,51 days 00:00:00.000000000,51
987c2e7dfc9a93697b8dfd030487ff01,2016-04-05,2016-06-07,63 days 00:00:00.000000000,63
987f45c1c19d83fcf3295828771c10f7,2016-04-08,2016-06-17,70 days 00:00:00.000000000,70
98a7f586f974550506502f52e47700f5,2016-04-17,2016-05-22,35 days 00:00:00.000000000,35
98a878a6fe557bf91236e6fc0413faba,2016-04-23,2016-06-26,64 days 00:00:00.000000000,64
99e05511bd051039630e0ee9d311afbc,2016-04-27,2016-06-26,60 days 00:00:00.000000000,60
99e15cb3381c646df2619a95cf805743,2016-04-15,2016-06-23,69 days 00:00:00.000000000,69
9a2b695c70ad62abcb4323d7e9a4b6cb,2016-04-06,2016-04-29,23 days 00:00:00.000000000,23
9a54684a69721c1075c2af5fc077665b,2016-05-11,2016-06-26,46 days 00:00:00.000000000,46
9ac5116c46dc8515c0aec6f7153c6440,2016-04-06,2016-06-01,56 days 00:00:00.000000000,56
9b665130b27de44f369a44b2cb752670,2016-05-04,2016-05-30,26 days 00:00:00.000000000,26
9b73a887dab36dc0a53f3308bc278a2e,2016-04-16,2016-06-26,71 days 00:00:00.000000000,71
9b7b9829183e266882d4815d95357a1a,2016-05-05,2016-05-23,18 days 00:00:00.000000000,18
9c0158ebe58592fdb3d18fb9c4623db7,2016-04-05,2016-06-11,67 days 00:00:00.000000000,67
9c5835247a252ab6275775341b502f4a,2016-03-31,2016-06-26,87 days 00:00:00.000000000,87
9c5a3250d9f6e6537b3b076b26ce16cb,2016-04-01,2016-06-26,86 days 00:00:00.000000000,86
9c67faa1ab5de24e6d9c60bf7705f658,2016-04-05,2016-06-26,82 days 00:00:00.000000000,82
9c8968198038d0ce08f8066275480e62,2016-04-20,2016-06-26,67 days 00:00:00.000000000,67
9cb8155c8eac12669e18a89a2971a8d1,2016-04-20,2016-06-25,66 days 00:00:00.000000000,66
9d59581a50c97cf28d30f80cc77dd76c,2016-03-30,2016-06-12,74 days 00:00:00.000000000,74
